field,service,validation,component,action,complexity
37,8,40,15,3,MediumComplex
37,9,31,11,3,MediumComplex
37,9,31,12,3,MediumComplex
37,9,31,13,3,MediumComplex
37,9,31,14,3,MediumComplex
37,9,31,15,3,MediumComplex
37,9,32,11,3,MediumComplex
37,9,32,12,3,MediumComplex
37,9,32,13,3,MediumComplex
37,9,32,14,3,MediumComplex
37,9,32,15,3,MediumComplex
37,9,33,11,3,MediumComplex
37,9,33,12,3,MediumComplex
37,9,33,13,3,MediumComplex
37,9,33,14,3,MediumComplex
37,9,33,15,3,MediumComplex
37,9,34,11,3,MediumComplex
37,9,34,12,3,MediumComplex
37,9,34,13,3,MediumComplex
37,9,34,14,3,MediumComplex
37,9,34,15,3,MediumComplex
37,9,35,11,3,MediumComplex
37,9,35,12,3,MediumComplex
37,9,35,13,3,MediumComplex
37,9,35,14,3,MediumComplex
37,9,35,15,3,MediumComplex
37,9,36,11,3,MediumComplex
37,9,36,12,3,MediumComplex
37,9,36,13,3,MediumComplex
37,9,36,14,3,MediumComplex
37,9,36,15,3,MediumComplex
37,9,37,11,3,MediumComplex
37,9,37,12,3,MediumComplex
37,9,37,13,3,MediumComplex
37,9,37,14,3,MediumComplex
37,9,37,15,3,MediumComplex
37,9,38,11,3,MediumComplex
37,9,38,12,3,MediumComplex
37,9,38,13,3,MediumComplex
37,9,38,14,3,MediumComplex
37,9,38,15,3,MediumComplex
37,9,39,11,3,MediumComplex
37,9,39,12,3,MediumComplex
37,9,39,13,3,MediumComplex
37,9,39,14,3,MediumComplex
37,9,39,15,3,MediumComplex
37,9,40,11,3,MediumComplex
37,9,40,12,3,MediumComplex
37,9,40,13,3,MediumComplex
37,9,40,14,3,MediumComplex
37,9,40,15,3,MediumComplex
37,10,31,11,3,MediumComplex
37,10,31,12,3,MediumComplex
37,10,31,13,3,MediumComplex
37,10,31,14,3,MediumComplex
37,10,31,15,3,MediumComplex
37,10,32,11,3,MediumComplex
37,10,32,12,3,MediumComplex
37,10,32,13,3,MediumComplex
37,10,32,14,3,MediumComplex
37,10,32,15,3,MediumComplex
37,10,33,11,3,MediumComplex
37,10,33,12,3,MediumComplex
37,10,33,13,3,MediumComplex
37,10,33,14,3,MediumComplex
37,10,33,15,3,MediumComplex
37,10,34,11,3,MediumComplex
37,10,34,12,3,MediumComplex
37,10,34,13,3,MediumComplex
37,10,34,14,3,MediumComplex
37,10,34,15,3,MediumComplex
37,10,35,11,3,MediumComplex
37,10,35,12,3,MediumComplex
37,10,35,13,3,MediumComplex
37,10,35,14,3,MediumComplex
37,10,35,15,3,MediumComplex
37,10,36,11,3,MediumComplex
37,10,36,12,3,MediumComplex
37,10,36,13,3,MediumComplex
37,10,36,14,3,MediumComplex
37,10,36,15,3,MediumComplex
37,10,37,11,3,MediumComplex
37,10,37,12,3,MediumComplex
37,10,37,13,3,MediumComplex
37,10,37,14,3,MediumComplex
37,10,37,15,3,MediumComplex
37,10,38,11,3,MediumComplex
37,10,38,12,3,MediumComplex
37,10,38,13,3,MediumComplex
37,10,38,14,3,MediumComplex
37,10,38,15,3,MediumComplex
37,10,39,11,3,MediumComplex
37,10,39,12,3,MediumComplex
37,10,39,13,3,MediumComplex
37,10,39,14,3,MediumComplex
37,10,39,15,3,MediumComplex
37,10,40,11,3,MediumComplex
37,10,40,12,3,MediumComplex
37,10,40,13,3,MediumComplex
37,10,40,14,3,MediumComplex
37,10,40,15,3,MediumComplex
38,8,31,11,3,MediumComplex
38,8,31,12,3,MediumComplex
38,8,31,13,3,MediumComplex
38,8,31,14,3,MediumComplex
38,8,31,15,3,MediumComplex
38,8,32,11,3,MediumComplex
38,8,32,12,3,MediumComplex
38,8,32,13,3,MediumComplex
38,8,32,14,3,MediumComplex
38,8,32,15,3,MediumComplex
38,8,33,11,3,MediumComplex
38,8,33,12,3,MediumComplex
38,8,33,13,3,MediumComplex
38,8,33,14,3,MediumComplex
38,8,33,15,3,MediumComplex
38,8,34,11,3,MediumComplex
38,8,34,12,3,MediumComplex
38,8,34,13,3,MediumComplex
38,8,34,14,3,MediumComplex
38,8,34,15,3,MediumComplex
38,8,35,11,3,MediumComplex
38,8,35,12,3,MediumComplex
38,8,35,13,3,MediumComplex
38,8,35,14,3,MediumComplex
38,8,35,15,3,MediumComplex
38,8,36,11,3,MediumComplex
38,8,36,12,3,MediumComplex
38,8,36,13,3,MediumComplex
38,8,36,14,3,MediumComplex
38,8,36,15,3,MediumComplex
38,8,37,11,3,MediumComplex
38,8,37,12,3,MediumComplex
38,8,37,13,3,MediumComplex
38,8,37,14,3,MediumComplex
38,8,37,15,3,MediumComplex
38,8,38,11,3,MediumComplex
38,8,38,12,3,MediumComplex
38,8,38,13,3,MediumComplex
38,8,38,14,3,MediumComplex
38,8,38,15,3,MediumComplex
38,8,39,11,3,MediumComplex
38,8,39,12,3,MediumComplex
38,8,39,13,3,MediumComplex
38,8,39,14,3,MediumComplex
38,8,39,15,3,MediumComplex
38,8,40,11,3,MediumComplex
38,8,40,12,3,MediumComplex
38,8,40,13,3,MediumComplex
38,8,40,14,3,MediumComplex
38,8,40,15,3,MediumComplex
38,9,31,11,3,MediumComplex
38,9,31,12,3,MediumComplex
38,9,31,13,3,MediumComplex
38,9,31,14,3,MediumComplex
38,9,31,15,3,MediumComplex
38,9,32,11,3,MediumComplex
38,9,32,12,3,MediumComplex
38,9,32,13,3,MediumComplex
38,9,32,14,3,MediumComplex
38,9,32,15,3,MediumComplex
38,9,33,11,3,MediumComplex
38,9,33,12,3,MediumComplex
38,9,33,13,3,MediumComplex
38,9,33,14,3,MediumComplex
38,9,33,15,3,MediumComplex
38,9,34,11,3,MediumComplex
38,9,34,12,3,MediumComplex
38,9,34,13,3,MediumComplex
38,9,34,14,3,MediumComplex
38,9,34,15,3,MediumComplex
38,9,35,11,3,MediumComplex
38,9,35,12,3,MediumComplex
38,9,35,13,3,MediumComplex
38,9,35,14,3,MediumComplex
38,9,35,15,3,MediumComplex
38,9,36,11,3,MediumComplex
38,9,36,12,3,MediumComplex
38,9,36,13,3,MediumComplex
38,9,36,14,3,MediumComplex
38,9,36,15,3,MediumComplex
38,9,37,11,3,MediumComplex
38,9,37,12,3,MediumComplex
38,9,37,13,3,MediumComplex
38,9,37,14,3,MediumComplex
38,9,37,15,3,MediumComplex
38,9,38,11,3,MediumComplex
38,9,38,12,3,MediumComplex
38,9,38,13,3,MediumComplex
38,9,38,14,3,MediumComplex
38,9,38,15,3,MediumComplex
38,9,39,11,3,MediumComplex
38,9,39,12,3,MediumComplex
38,9,39,13,3,MediumComplex
38,9,39,14,3,MediumComplex
38,9,39,15,3,MediumComplex
38,9,40,11,3,MediumComplex
38,9,40,12,3,MediumComplex
38,9,40,13,3,MediumComplex
38,9,40,14,3,MediumComplex
38,9,40,15,3,MediumComplex
38,10,31,11,3,MediumComplex
38,10,31,12,3,MediumComplex
38,10,31,13,3,MediumComplex
38,10,31,14,3,MediumComplex
38,10,31,15,3,MediumComplex
38,10,32,11,3,MediumComplex
38,10,32,12,3,MediumComplex
38,10,32,13,3,MediumComplex
38,10,32,14,3,MediumComplex
38,10,32,15,3,MediumComplex
38,10,33,11,3,MediumComplex
38,10,33,12,3,MediumComplex
38,10,33,13,3,MediumComplex
38,10,33,14,3,MediumComplex
38,10,33,15,3,MediumComplex
38,10,34,11,3,MediumComplex
38,10,34,12,3,MediumComplex
38,10,34,13,3,MediumComplex
38,10,34,14,3,MediumComplex
38,10,34,15,3,MediumComplex
38,10,35,11,3,MediumComplex
38,10,35,12,3,MediumComplex
38,10,35,13,3,MediumComplex
38,10,35,14,3,MediumComplex
38,10,35,15,3,MediumComplex
38,10,36,11,3,MediumComplex
38,10,36,12,3,MediumComplex
38,10,36,13,3,MediumComplex
38,10,36,14,3,MediumComplex
38,10,36,15,3,MediumComplex
38,10,37,11,3,MediumComplex
38,10,37,12,3,MediumComplex
38,10,37,13,3,MediumComplex
38,10,37,14,3,MediumComplex
38,10,37,15,3,MediumComplex
38,10,38,11,3,MediumComplex
38,10,38,12,3,MediumComplex
38,10,38,13,3,MediumComplex
38,10,38,14,3,MediumComplex
38,10,38,15,3,MediumComplex
38,10,39,11,3,MediumComplex
38,10,39,12,3,MediumComplex
38,10,39,13,3,MediumComplex
38,10,39,14,3,MediumComplex
38,10,39,15,3,MediumComplex
38,10,40,11,3,MediumComplex
38,10,40,12,3,MediumComplex
38,10,40,13,3,MediumComplex
38,10,40,14,3,MediumComplex
38,10,40,15,3,MediumComplex
39,8,31,11,3,MediumComplex
39,8,31,12,3,MediumComplex
39,8,31,13,3,MediumComplex
39,8,31,14,3,MediumComplex
39,8,31,15,3,MediumComplex
39,8,32,11,3,MediumComplex
39,8,32,12,3,MediumComplex
39,8,32,13,3,MediumComplex
39,8,32,14,3,MediumComplex
39,8,32,15,3,MediumComplex
39,8,33,11,3,MediumComplex
39,8,33,12,3,MediumComplex
39,8,33,13,3,MediumComplex
39,8,33,14,3,MediumComplex
39,8,33,15,3,MediumComplex
39,8,34,11,3,MediumComplex
39,8,34,12,3,MediumComplex
39,8,34,13,3,MediumComplex
39,8,34,14,3,MediumComplex
39,8,34,15,3,MediumComplex
39,8,35,11,3,MediumComplex
39,8,35,12,3,MediumComplex
39,8,35,13,3,MediumComplex
39,8,35,14,3,MediumComplex
39,8,35,15,3,MediumComplex
39,8,36,11,3,MediumComplex
39,8,36,12,3,MediumComplex
39,8,36,13,3,MediumComplex
39,8,36,14,3,MediumComplex
39,8,36,15,3,MediumComplex
39,8,37,11,3,MediumComplex
39,8,37,12,3,MediumComplex
39,8,37,13,3,MediumComplex
39,8,37,14,3,MediumComplex
39,8,37,15,3,MediumComplex
39,8,38,11,3,MediumComplex
39,8,38,12,3,MediumComplex
39,8,38,13,3,MediumComplex
39,8,38,14,3,MediumComplex
39,8,38,15,3,MediumComplex
39,8,39,11,3,MediumComplex
39,8,39,12,3,MediumComplex
39,8,39,13,3,MediumComplex
39,8,39,14,3,MediumComplex
39,8,39,15,3,MediumComplex
39,8,40,11,3,MediumComplex
39,8,40,12,3,MediumComplex
39,8,40,13,3,MediumComplex
39,8,40,14,3,MediumComplex
39,8,40,15,3,MediumComplex
39,9,31,11,3,MediumComplex
39,9,31,12,3,MediumComplex
39,9,31,13,3,MediumComplex
39,9,31,14,3,MediumComplex
39,9,31,15,3,MediumComplex
39,9,32,11,3,MediumComplex
39,9,32,12,3,MediumComplex
39,9,32,13,3,MediumComplex
39,9,32,14,3,MediumComplex
39,9,32,15,3,MediumComplex
39,9,33,11,3,MediumComplex
39,9,33,12,3,MediumComplex
39,9,33,13,3,MediumComplex
39,9,33,14,3,MediumComplex
39,9,33,15,3,MediumComplex
39,9,34,11,3,MediumComplex
39,9,34,12,3,MediumComplex
39,9,34,13,3,MediumComplex
39,9,34,14,3,MediumComplex
39,9,34,15,3,MediumComplex
39,9,35,11,3,MediumComplex
39,9,35,12,3,MediumComplex
39,9,35,13,3,MediumComplex
39,9,35,14,3,MediumComplex
39,9,35,15,3,MediumComplex
39,9,36,11,3,MediumComplex
39,9,36,12,3,MediumComplex
39,9,36,13,3,MediumComplex
39,9,36,14,3,MediumComplex
39,9,36,15,3,MediumComplex
39,9,37,11,3,MediumComplex
39,9,37,12,3,MediumComplex
39,9,37,13,3,MediumComplex
39,9,37,14,3,MediumComplex
39,9,37,15,3,MediumComplex
39,9,38,11,3,MediumComplex
39,9,38,12,3,MediumComplex
39,9,38,13,3,MediumComplex
39,9,38,14,3,MediumComplex
39,9,38,15,3,MediumComplex
39,9,39,11,3,MediumComplex
39,9,39,12,3,MediumComplex
39,9,39,13,3,MediumComplex
39,9,39,14,3,MediumComplex
39,9,39,15,3,MediumComplex
39,9,40,11,3,MediumComplex
39,9,40,12,3,MediumComplex
39,9,40,13,3,MediumComplex
39,9,40,14,3,MediumComplex
39,9,40,15,3,MediumComplex
39,10,31,11,3,MediumComplex
39,10,31,12,3,MediumComplex
39,10,31,13,3,MediumComplex
39,10,31,14,3,MediumComplex
39,10,31,15,3,MediumComplex
39,10,32,11,3,MediumComplex
39,10,32,12,3,MediumComplex
39,10,32,13,3,MediumComplex
39,10,32,14,3,MediumComplex
39,10,32,15,3,MediumComplex
39,10,33,11,3,MediumComplex
39,10,33,12,3,MediumComplex
39,10,33,13,3,MediumComplex
39,10,33,14,3,MediumComplex
39,10,33,15,3,MediumComplex
39,10,34,11,3,MediumComplex
39,10,34,12,3,MediumComplex
39,10,34,13,3,MediumComplex
39,10,34,14,3,MediumComplex
39,10,34,15,3,MediumComplex
39,10,35,11,3,MediumComplex
39,10,35,12,3,MediumComplex
39,10,35,13,3,MediumComplex
39,10,35,14,3,MediumComplex
39,10,35,15,3,MediumComplex
39,10,36,11,3,MediumComplex
39,10,36,12,3,MediumComplex
39,10,36,13,3,MediumComplex
39,10,36,14,3,MediumComplex
39,10,36,15,3,MediumComplex
39,10,37,11,3,MediumComplex
39,10,37,12,3,MediumComplex
39,10,37,13,3,MediumComplex
39,10,37,14,3,MediumComplex
39,10,37,15,3,MediumComplex
39,10,38,11,3,MediumComplex
39,10,38,12,3,MediumComplex
39,10,38,13,3,MediumComplex
39,10,38,14,3,MediumComplex
39,10,38,15,3,MediumComplex
39,10,39,11,3,MediumComplex
39,10,39,12,3,MediumComplex
39,10,39,13,3,MediumComplex
39,10,39,14,3,MediumComplex
39,10,39,15,3,MediumComplex
39,10,40,11,3,MediumComplex
39,10,40,12,3,MediumComplex
39,10,40,13,3,MediumComplex
39,10,40,14,3,MediumComplex
39,10,40,15,3,MediumComplex
40,8,31,11,3,MediumComplex
40,8,31,12,3,MediumComplex
40,8,31,13,3,MediumComplex
40,8,31,14,3,MediumComplex
40,8,31,15,3,MediumComplex
40,8,32,11,3,MediumComplex
40,8,32,12,3,MediumComplex
40,8,32,13,3,MediumComplex
40,8,32,14,3,MediumComplex
40,8,32,15,3,MediumComplex
40,8,33,11,3,MediumComplex
40,8,33,12,3,MediumComplex
40,8,33,13,3,MediumComplex
40,8,33,14,3,MediumComplex
40,8,33,15,3,MediumComplex
40,8,34,11,3,MediumComplex
40,8,34,12,3,MediumComplex
40,8,34,13,3,MediumComplex
40,8,34,14,3,MediumComplex
40,8,34,15,3,MediumComplex
40,8,35,11,3,MediumComplex
40,8,35,12,3,MediumComplex
40,8,35,13,3,MediumComplex
40,8,35,14,3,MediumComplex
40,8,35,15,3,MediumComplex
40,8,36,11,3,MediumComplex
40,8,36,12,3,MediumComplex
40,8,36,13,3,MediumComplex
40,8,36,14,3,MediumComplex
40,8,36,15,3,MediumComplex
40,8,37,11,3,MediumComplex
40,8,37,12,3,MediumComplex
40,8,37,13,3,MediumComplex
40,8,37,14,3,MediumComplex
40,8,37,15,3,MediumComplex
40,8,38,11,3,MediumComplex
40,8,38,12,3,MediumComplex
40,8,38,13,3,MediumComplex
40,8,38,14,3,MediumComplex
40,8,38,15,3,MediumComplex
40,8,39,11,3,MediumComplex
40,8,39,12,3,MediumComplex
40,8,39,13,3,MediumComplex
40,8,39,14,3,MediumComplex
40,8,39,15,3,MediumComplex
40,8,40,11,3,MediumComplex
40,8,40,12,3,MediumComplex
40,8,40,13,3,MediumComplex
40,8,40,14,3,MediumComplex
40,8,40,15,3,MediumComplex
40,9,31,11,3,MediumComplex
40,9,31,12,3,MediumComplex
40,9,31,13,3,MediumComplex
40,9,31,14,3,MediumComplex
40,9,31,15,3,MediumComplex
40,9,32,11,3,MediumComplex
40,9,32,12,3,MediumComplex
40,9,32,13,3,MediumComplex
40,9,32,14,3,MediumComplex
40,9,32,15,3,MediumComplex
40,9,33,11,3,MediumComplex
40,9,33,12,3,MediumComplex
40,9,33,13,3,MediumComplex
40,9,33,14,3,MediumComplex
40,9,33,15,3,MediumComplex
40,9,34,11,3,MediumComplex
40,9,34,12,3,MediumComplex
40,9,34,13,3,MediumComplex
40,9,34,14,3,MediumComplex
40,9,34,15,3,MediumComplex
40,9,35,11,3,MediumComplex
40,9,35,12,3,MediumComplex
40,9,35,13,3,MediumComplex
40,9,35,14,3,MediumComplex
40,9,35,15,3,MediumComplex
40,9,36,11,3,MediumComplex
40,9,36,12,3,MediumComplex
40,9,36,13,3,MediumComplex
40,9,36,14,3,MediumComplex
40,9,36,15,3,MediumComplex
40,9,37,11,3,MediumComplex
40,9,37,12,3,MediumComplex
40,9,37,13,3,MediumComplex
40,9,37,14,3,MediumComplex
40,9,37,15,3,MediumComplex
40,9,38,11,3,MediumComplex
40,9,38,12,3,MediumComplex
40,9,38,13,3,MediumComplex
40,9,38,14,3,MediumComplex
40,9,38,15,3,MediumComplex
40,9,39,11,3,MediumComplex
40,9,39,12,3,MediumComplex
40,9,39,13,3,MediumComplex
40,9,39,14,3,MediumComplex
40,9,39,15,3,MediumComplex
40,9,40,11,3,MediumComplex
40,9,40,12,3,MediumComplex
40,9,40,13,3,MediumComplex
40,9,40,14,3,MediumComplex
40,9,40,15,3,MediumComplex
40,10,31,11,3,MediumComplex
40,10,31,12,3,MediumComplex
40,10,31,13,3,MediumComplex
40,10,31,14,3,MediumComplex
40,10,31,15,3,MediumComplex
40,10,32,11,3,MediumComplex
40,10,32,12,3,MediumComplex
40,10,32,13,3,MediumComplex
40,10,32,14,3,MediumComplex
40,10,32,15,3,MediumComplex
40,10,33,11,3,MediumComplex
40,10,33,12,3,MediumComplex
40,10,33,13,3,MediumComplex
40,10,33,14,3,MediumComplex
40,10,33,15,3,MediumComplex
40,10,34,11,3,MediumComplex
40,10,34,12,3,MediumComplex
40,10,34,13,3,MediumComplex
40,10,34,14,3,MediumComplex
40,10,34,15,3,MediumComplex
40,10,35,11,3,MediumComplex
40,10,35,12,3,MediumComplex
40,10,35,13,3,MediumComplex
40,10,35,14,3,MediumComplex
40,10,35,15,3,MediumComplex
40,10,36,11,3,MediumComplex
40,10,36,12,3,MediumComplex
40,10,36,13,3,MediumComplex
40,10,36,14,3,MediumComplex
40,10,36,15,3,MediumComplex
40,10,37,11,3,MediumComplex
40,10,37,12,3,MediumComplex
40,10,37,13,3,MediumComplex
40,10,37,14,3,MediumComplex
40,10,37,15,3,MediumComplex
40,10,38,11,3,MediumComplex
40,10,38,12,3,MediumComplex
40,10,38,13,3,MediumComplex
40,10,38,14,3,MediumComplex
40,10,38,15,3,MediumComplex
40,10,39,11,3,MediumComplex
40,10,39,12,3,MediumComplex
40,10,39,13,3,MediumComplex
40,10,39,14,3,MediumComplex
40,10,39,15,3,MediumComplex
40,10,40,11,3,MediumComplex
40,10,40,12,3,MediumComplex
40,10,40,13,3,MediumComplex
40,10,40,14,3,MediumComplex
40,10,40,15,3,MediumComplex
41,11,41,16,4,Complex
41,11,41,17,4,Complex
41,11,41,18,4,Complex
41,11,41,19,4,Complex
41,11,41,20,4,Complex
41,11,41,21,4,Complex
41,11,41,22,4,Complex
41,11,41,23,4,Complex
41,11,41,24,4,Complex
41,11,41,25,4,Complex
41,11,42,16,4,Complex
41,11,42,17,4,Complex
41,11,42,18,4,Complex
41,11,42,19,4,Complex
41,11,42,20,4,Complex
41,11,42,21,4,Complex
41,11,42,22,4,Complex
41,11,42,23,4,Complex
41,11,42,24,4,Complex
41,11,42,25,4,Complex
41,11,43,16,4,Complex
41,11,43,17,4,Complex
41,11,43,18,4,Complex
41,11,43,19,4,Complex
41,11,43,20,4,Complex
41,11,43,21,4,Complex
41,11,43,22,4,Complex
41,11,43,23,4,Complex
41,11,43,24,4,Complex
41,11,43,25,4,Complex
41,11,44,16,4,Complex
41,11,44,17,4,Complex
41,11,44,18,4,Complex
41,11,44,19,4,Complex
41,11,44,20,4,Complex
41,11,44,21,4,Complex
41,11,44,22,4,Complex
41,11,44,23,4,Complex
41,11,44,24,4,Complex
41,11,44,25,4,Complex
41,11,45,16,4,Complex
41,11,45,17,4,Complex
41,11,45,18,4,Complex
41,11,45,19,4,Complex
41,11,45,20,4,Complex
41,11,45,21,4,Complex
41,11,45,22,4,Complex
41,11,45,23,4,Complex
41,11,45,24,4,Complex
41,11,45,25,4,Complex
41,11,46,16,4,Complex
41,11,46,17,4,Complex
41,11,46,18,4,Complex
41,11,46,19,4,Complex
41,11,46,20,4,Complex
41,11,46,21,4,Complex
41,11,46,22,4,Complex
41,11,46,23,4,Complex
41,11,46,24,4,Complex
41,11,46,25,4,Complex
41,11,47,16,4,Complex
41,11,47,17,4,Complex
41,11,47,18,4,Complex
41,11,47,19,4,Complex
41,11,47,20,4,Complex
41,11,47,21,4,Complex
41,11,47,22,4,Complex
41,11,47,23,4,Complex
41,11,47,24,4,Complex
41,11,47,25,4,Complex
41,11,48,16,4,Complex
41,11,48,17,4,Complex
41,11,48,18,4,Complex
41,11,48,19,4,Complex
41,11,48,20,4,Complex
41,11,48,21,4,Complex
41,11,48,22,4,Complex
41,11,48,23,4,Complex
41,11,48,24,4,Complex
41,11,48,25,4,Complex
41,11,49,16,4,Complex
41,11,49,17,4,Complex
41,11,49,18,4,Complex
41,11,49,19,4,Complex
41,11,49,20,4,Complex
41,11,49,21,4,Complex
41,11,49,22,4,Complex
41,11,49,23,4,Complex
41,11,49,24,4,Complex
41,11,49,25,4,Complex
41,11,50,16,4,Complex
41,11,50,17,4,Complex
41,11,50,18,4,Complex
41,11,50,19,4,Complex
41,11,50,20,4,Complex
41,11,50,21,4,Complex
41,11,50,22,4,Complex
41,11,50,23,4,Complex
41,11,50,24,4,Complex
41,11,50,25,4,Complex
41,12,41,16,4,Complex
41,12,41,17,4,Complex
41,12,41,18,4,Complex
41,12,41,19,4,Complex
41,12,41,20,4,Complex
41,12,41,21,4,Complex
41,12,41,22,4,Complex
41,12,41,23,4,Complex
41,12,41,24,4,Complex
41,12,41,25,4,Complex
41,12,42,16,4,Complex
41,12,42,17,4,Complex
41,12,42,18,4,Complex
41,12,42,19,4,Complex
41,12,42,20,4,Complex
41,12,42,21,4,Complex
41,12,42,22,4,Complex
41,12,42,23,4,Complex
41,12,42,24,4,Complex
41,12,42,25,4,Complex
41,12,43,16,4,Complex
41,12,43,17,4,Complex
41,12,43,18,4,Complex
41,12,43,19,4,Complex
41,12,43,20,4,Complex
41,12,43,21,4,Complex
41,12,43,22,4,Complex
41,12,43,23,4,Complex
41,12,43,24,4,Complex
41,12,43,25,4,Complex
41,12,44,16,4,Complex
41,12,44,17,4,Complex
41,12,44,18,4,Complex
41,12,44,19,4,Complex
41,12,44,20,4,Complex
41,12,44,21,4,Complex
41,12,44,22,4,Complex
41,12,44,23,4,Complex
41,12,44,24,4,Complex
41,12,44,25,4,Complex
41,12,45,16,4,Complex
41,12,45,17,4,Complex
41,12,45,18,4,Complex
41,12,45,19,4,Complex
41,12,45,20,4,Complex
41,12,45,21,4,Complex
41,12,45,22,4,Complex
41,12,45,23,4,Complex
41,12,45,24,4,Complex
41,12,45,25,4,Complex
41,12,46,16,4,Complex
41,12,46,17,4,Complex
41,12,46,18,4,Complex
41,12,46,19,4,Complex
41,12,46,20,4,Complex
41,12,46,21,4,Complex
41,12,46,22,4,Complex
41,12,46,23,4,Complex
41,12,46,24,4,Complex
41,12,46,25,4,Complex
41,12,47,16,4,Complex
41,12,47,17,4,Complex
41,12,47,18,4,Complex
41,12,47,19,4,Complex
41,12,47,20,4,Complex
41,12,47,21,4,Complex
41,12,47,22,4,Complex
41,12,47,23,4,Complex
41,12,47,24,4,Complex
41,12,47,25,4,Complex
41,12,48,16,4,Complex
41,12,48,17,4,Complex
41,12,48,18,4,Complex
41,12,48,19,4,Complex
41,12,48,20,4,Complex
41,12,48,21,4,Complex
41,12,48,22,4,Complex
41,12,48,23,4,Complex
41,12,48,24,4,Complex
41,12,48,25,4,Complex
41,12,49,16,4,Complex
41,12,49,17,4,Complex
41,12,49,18,4,Complex
41,12,49,19,4,Complex
41,12,49,20,4,Complex
41,12,49,21,4,Complex
41,12,49,22,4,Complex
41,12,49,23,4,Complex
41,12,49,24,4,Complex
41,12,49,25,4,Complex
41,12,50,16,4,Complex
41,12,50,17,4,Complex
41,12,50,18,4,Complex
41,12,50,19,4,Complex
41,12,50,20,4,Complex
41,12,50,21,4,Complex
41,12,50,22,4,Complex
41,12,50,23,4,Complex
41,12,50,24,4,Complex
41,12,50,25,4,Complex
41,13,41,16,4,Complex
41,13,41,17,4,Complex
41,13,41,18,4,Complex
41,13,41,19,4,Complex
41,13,41,20,4,Complex
41,13,41,21,4,Complex
41,13,41,22,4,Complex
41,13,41,23,4,Complex
41,13,41,24,4,Complex
41,13,41,25,4,Complex
41,13,42,16,4,Complex
41,13,42,17,4,Complex
41,13,42,18,4,Complex
41,13,42,19,4,Complex
41,13,42,20,4,Complex
41,13,42,21,4,Complex
41,13,42,22,4,Complex
41,13,42,23,4,Complex
41,13,42,24,4,Complex
41,13,42,25,4,Complex
41,13,43,16,4,Complex
41,13,43,17,4,Complex
41,13,43,18,4,Complex
41,13,43,19,4,Complex
41,13,43,20,4,Complex
41,13,43,21,4,Complex
41,13,43,22,4,Complex
41,13,43,23,4,Complex
41,13,43,24,4,Complex
41,13,43,25,4,Complex
41,13,44,16,4,Complex
41,13,44,17,4,Complex
41,13,44,18,4,Complex
41,13,44,19,4,Complex
41,13,44,20,4,Complex
41,13,44,21,4,Complex
41,13,44,22,4,Complex
41,13,44,23,4,Complex
41,13,44,24,4,Complex
41,13,44,25,4,Complex
41,13,45,16,4,Complex
41,13,45,17,4,Complex
41,13,45,18,4,Complex
41,13,45,19,4,Complex
41,13,45,20,4,Complex
41,13,45,21,4,Complex
41,13,45,22,4,Complex
41,13,45,23,4,Complex
41,13,45,24,4,Complex
41,13,45,25,4,Complex
41,13,46,16,4,Complex
41,13,46,17,4,Complex
41,13,46,18,4,Complex
41,13,46,19,4,Complex
41,13,46,20,4,Complex
41,13,46,21,4,Complex
41,13,46,22,4,Complex
41,13,46,23,4,Complex
41,13,46,24,4,Complex
41,13,46,25,4,Complex
41,13,47,16,4,Complex
41,13,47,17,4,Complex
41,13,47,18,4,Complex
41,13,47,19,4,Complex
41,13,47,20,4,Complex
41,13,47,21,4,Complex
41,13,47,22,4,Complex
41,13,47,23,4,Complex
41,13,47,24,4,Complex
41,13,47,25,4,Complex
41,13,48,16,4,Complex
41,13,48,17,4,Complex
41,13,48,18,4,Complex
41,13,48,19,4,Complex
41,13,48,20,4,Complex
41,13,48,21,4,Complex
41,13,48,22,4,Complex
41,13,48,23,4,Complex
41,13,48,24,4,Complex
41,13,48,25,4,Complex
41,13,49,16,4,Complex
41,13,49,17,4,Complex
41,13,49,18,4,Complex
41,13,49,19,4,Complex
41,13,49,20,4,Complex
41,13,49,21,4,Complex
41,13,49,22,4,Complex
41,13,49,23,4,Complex
41,13,49,24,4,Complex
41,13,49,25,4,Complex
41,13,50,16,4,Complex
41,13,50,17,4,Complex
41,13,50,18,4,Complex
41,13,50,19,4,Complex
41,13,50,20,4,Complex
41,13,50,21,4,Complex
41,13,50,22,4,Complex
41,13,50,23,4,Complex
41,13,50,24,4,Complex
41,13,50,25,4,Complex
41,14,41,16,4,Complex
41,14,41,17,4,Complex
41,14,41,18,4,Complex
41,14,41,19,4,Complex
41,14,41,20,4,Complex
41,14,41,21,4,Complex
41,14,41,22,4,Complex
41,14,41,23,4,Complex
41,14,41,24,4,Complex
41,14,41,25,4,Complex
41,14,42,16,4,Complex
41,14,42,17,4,Complex
41,14,42,18,4,Complex
41,14,42,19,4,Complex
41,14,42,20,4,Complex
41,14,42,21,4,Complex
41,14,42,22,4,Complex
41,14,42,23,4,Complex
41,14,42,24,4,Complex
41,14,42,25,4,Complex
41,14,43,16,4,Complex
41,14,43,17,4,Complex
41,14,43,18,4,Complex
41,14,43,19,4,Complex
41,14,43,20,4,Complex
41,14,43,21,4,Complex
41,14,43,22,4,Complex
41,14,43,23,4,Complex
41,14,43,24,4,Complex
